state,action,value
8/ppn3k1/2p1q1p1/4p3/5r2/P1NR4/1PQ2P2/4K3 b - - 5 31,e6g4,-269
8/ppn3k1/2p3p1/4p3/5rq1/P1NR4/1PQ2P2/4K3 w - - 6 32,c2e2,-244
8/ppn3k1/2p3p1/4p3/5rq1/P1NR4/1P2QP2/4K3 b - - 7 32,g4g1,-257
8/ppn3k1/2p3p1/4p3/5r2/P1NR4/1P2QP2/4K1q1 w - - 8 33,e2f1,-248
8/ppn3k1/2p3p1/4p3/5r2/P1NR4/1P3P2/4KQq1 b - - 9 33,g1f1,-283
8/ppn3k1/2p3p1/4p3/5r2/P1NR4/1P3P2/4Kq2 w - - 0 34,e1f1,-266
8/ppn3k1/2p3p1/4p3/5r2/P1NR4/1P3P2/5K2 b - - 0 34,f4d4,-257
8/ppn3k1/2p3p1/4p3/3r4/P1NR4/1P3P2/5K2 w - - 1 35,d3e3,-225
8/ppn3k1/2p3p1/4p3/3r4/P1N1R3/1P3P2/5K2 b - - 2 35,g7f6,-303
8/ppn5/2p2kp1/4p3/3r4/P1N1R3/1P3P2/5K2 w - - 3 36,e3h3,-270
8/ppn5/2p2kp1/4p3/3r4/P1N4R/1P3P2/5K2 b - - 4 36,c7e8,-293
4n3/pp6/2p2kp1/4p3/3r4/P1N4R/1P3P2/5K2 w - - 5 37,h3f3,-272
4n3/pp6/2p2kp1/4p3/3r4/P1N2R2/1P3P2/5K2 b - - 6 37,f6e6,-239
4n3/pp6/2p1k1p1/4p3/3r4/P1N2R2/1P3P2/5K2 w - - 7 38,f3g3,-291
4n3/pp6/2p1k1p1/4p3/3r4/P1N3R1/1P3P2/5K2 b - - 8 38,e6f7,-294
4n3/pp3k2/2p3p1/4p3/3r4/P1N3R1/1P3P2/5K2 w - - 9 39,g3e3,-279
4n3/pp3k2/2p3p1/4p3/3r4/P1N1R3/1P3P2/5K2 b - - 10 39,f7e6,-285
4n3/pp6/2p1k1p1/4p3/3r4/P1N1R3/1P3P2/5K2 w - - 11 40,e3g3,-248
4n3/pp6/2p1k1p1/4p3/3r4/P1N3R1/1P3P2/5K2 b - - 12 40,e6f6,-296
4n3/pp6/2p2kp1/4p3/3r4/P1N3R1/1P3P2/5K2 w - - 13 41,g3f3,-248
4n3/pp6/2p2kp1/4p3/3r4/P1N2R2/1P3P2/5K2 b - - 14 41,f6g7,-282
4n3/pp4k1/2p3p1/4p3/3r4/P1N2R2/1P3P2/5K2 w - - 15 42,f3e3,-299
4n3/pp4k1/2p3p1/4p3/3r4/P1N1R3/1P3P2/5K2 b - - 16 42,g7f6,-272
4n3/pp6/2p2kp1/4p3/3r4/P1N1R3/1P3P2/5K2 w - - 17 43,f1e2,-318
4n3/pp6/2p2kp1/4p3/3r4/P1N1R3/1P2KP2/8 b - - 18 43,e8d6,-346
8/pp6/2pn1kp1/4p3/3r4/P1N1R3/1P2KP2/8 w - - 19 44,e3h3,-346
8/pp6/2pn1kp1/4p3/3r4/P1N4R/1P2KP2/8 b - - 20 44,f6g7,-313
8/pp4k1/2pn2p1/4p3/3r4/P1N4R/1P2KP2/8 w - - 21 45,h3e3,-346
8/pp4k1/2pn2p1/4p3/3r4/P1N1R3/1P2KP2/8 b - - 22 45,d6c4,-392
8/pp4k1/2p3p1/4p3/2nr4/P1N1R3/1P2KP2/8 w - - 23 46,e3e4,-409
8/pp4k1/2p3p1/4p3/2nrR3/P1N5/1P2KP2/8 b - - 24 46,g7f6,-414
8/pp6/2p2kp1/4p3/2nrR3/P1N5/1P2KP2/8 w - - 25 47,e4d4,-397
8/pp6/2p2kp1/4p3/2nR4/P1N5/1P2KP2/8 b - - 0 47,e5d4,-451
8/pp6/2p2kp1/8/2np4/P1N5/1P2KP2/8 w - - 0 48,c3a4,-454
8/pp6/2p2kp1/8/N1np4/P7/1P2KP2/8 b - - 1 48,f6e5,-454
8/pp6/2p3p1/4k3/N1np4/P7/1P2KP2/8 w - - 2 49,e2d3,-464
8/pp6/2p3p1/4k3/N1np4/P2K4/1P3P2/8 b - - 3 49,e5d5,-501
8/pp6/2p3p1/3k4/N1np4/P2K4/1P3P2/8 w - - 4 50,f2f4,-480
8/pp6/2p3p1/3k4/N1np1P2/P2K4/1P6/8 b - - 0 50,b7b5,-518
8/p7/2p3p1/1p1k4/N1np1P2/P2K4/1P6/8 w - - 0 51,d3c2,-542
8/p7/2p3p1/1p1k4/N1np1P2/P7/1PK5/8 b - - 1 51,b5a4,-594
8/p7/2p3p1/3k4/p1np1P2/P7/1PK5/8 w - - 0 52,c2b1,-570
8/p7/2p3p1/3k4/p1np1P2/P7/1P6/1K6 b - - 1 52,c4e3,-639
8/p7/2p3p1/3k4/p2p1P2/P3n3/1P6/1K6 w - - 2 53,b1c1,-620
8/p7/2p3p1/3k4/p2p1P2/P3n3/1P6/2K5 b - - 3 53,a7a5,-639
8/8/2p3p1/p2k4/p2p1P2/P3n3/1P6/2K5 w - - 0 54,c1b1,-616
8/8/2p3p1/p2k4/p2p1P2/P3n3/1P6/1K6 b - - 1 54,d5c4,-657
8/8/2p3p1/p7/p1kp1P2/P3n3/1P6/1K6 w - - 2 55,b1a1,-635
8/8/2p3p1/p7/p1kp1P2/P3n3/1P6/K7 b - - 3 55,c6c5,-648
8/8/6p1/p1p5/p1kp1P2/P3n3/1P6/K7 w - - 0 56,a1b1,-615
8/8/6p1/p1p5/p1kp1P2/P3n3/1P6/1K6 b - - 1 56,c4d3,-661
8/8/6p1/p1p5/p2p1P2/P2kn3/1P6/1K6 w - - 2 57,b1a1,-693
8/8/6p1/p1p5/p2p1P2/P2kn3/1P6/K7 b - - 3 57,d3c2,-785
8/8/6p1/p1p5/p2p1P2/P3n3/1Pk5/K7 w - - 4 58,a1a2,-5
8/8/6p1/p1p5/p2p1P2/P3n3/KPk5/8 b - - 5 58,d4d3,-5
8/8/6p1/p1p5/p4P2/P2pn3/KPk5/8 w - - 0 59,a2a1,-4
8/8/6p1/p1p5/p4P2/P2pn3/1Pk5/K7 b - - 1 59,d3d2,-4
8/8/6p1/p1p5/p4P2/P3n3/1Pkp4/K7 w - - 0 60,a1a2,-3
8/8/6p1/p1p5/p4P2/P3n3/KPkp4/8 b - - 1 60,d2d1r,-3
8/8/6p1/p1p5/p4P2/P3n3/KPk5/3r4 w - - 0 61,f4f5,-2
8/8/6p1/p1p2P2/p7/P3n3/KPk5/3r4 b - - 0 61,g6f5,-2
8/8/8/p1p2p2/p7/P3n3/KPk5/3r4 w - - 0 62,b2b3,-1
8/8/8/p1p2p2/p7/PP2n3/K1k5/3r4 b - - 0 62,a4b3,-1
rnbqk1nr/1ppp1p1p/7b/p3p1p1/2P3PP/NP1PP3/P2K1P2/R1BQ1BNR w k - 1 9,h4g5,166
rnbqk1nr/1ppp1p1p/7b/p3p1P1/2P3P1/NP1PP3/P2K1P2/R1BQ1BNR b k - 0 9,d8g5,150
rnb1k1nr/1ppp1p1p/7b/p3p1q1/2P3P1/NP1PP3/P2K1P2/R1BQ1BNR w k - 0 10,a3b5,152
rnb1k1nr/1ppp1p1p/7b/pN2p1q1/2P3P1/1P1PP3/P2K1P2/R1BQ1BNR b k - 1 10,b8a6,147
r1b1k1nr/1ppp1p1p/n6b/pN2p1q1/2P3P1/1P1PP3/P2K1P2/R1BQ1BNR w k - 2 11,g1f3,153
r1b1k1nr/1ppp1p1p/n6b/pN2p1q1/2P3P1/1P1PPN2/P2K1P2/R1BQ1B1R b k - 3 11,g5g7,145
r1b1k1nr/1ppp1pqp/n6b/pN2p3/2P3P1/1P1PPN2/P2K1P2/R1BQ1B1R w k - 4 12,g4g5,219
r1b1k1nr/1ppp1pqp/n6b/pN2p1P1/2P5/1P1PPN2/P2K1P2/R1BQ1B1R b k - 0 12,h6g5,216
r1b1k1nr/1ppp1pqp/n7/pN2p1b1/2P5/1P1PPN2/P2K1P2/R1BQ1B1R w k - 0 13,f3g5,213
r1b1k1nr/1ppp1pqp/n7/pN2p1N1/2P5/1P1PP3/P2K1P2/R1BQ1B1R b k - 0 13,g7g5,200
r1b1k1nr/1ppp1p1p/n7/pN2p1q1/2P5/1P1PP3/P2K1P2/R1BQ1B1R w k - 0 14,c1b2,215
r1b1k1nr/1ppp1p1p/n7/pN2p1q1/2P5/1P1PP3/PB1K1P2/R2Q1B1R b k - 1 14,d7d6,235
r1b1k1nr/1pp2p1p/n2p4/pN2p1q1/2P5/1P1PP3/PB1K1P2/R2Q1B1R w k - 0 15,f2f4,278
r1b1k1nr/1pp2p1p/n2p4/pN2p1q1/2P2P2/1P1PP3/PB1K4/R2Q1B1R b k - 0 15,g5g7,236
r1b1k1nr/1pp2pqp/n2p4/pN2p3/2P2P2/1P1PP3/PB1K4/R2Q1B1R w k - 1 16,d1f3,242
r1b1k1nr/1pp2pqp/n2p4/pN2p3/2P2P2/1P1PPQ2/PB1K4/R4B1R b k - 2 16,g8e7,246
r1b1k2r/1pp1npqp/n2p4/pN2p3/2P2P2/1P1PPQ2/PB1K4/R4B1R w k - 3 17,f1e2,270
r1b1k2r/1pp1npqp/n2p4/pN2p3/2P2P2/1P1PPQ2/PB1KB3/R6R b k - 4 17,e7c6,282
r1b1k2r/1pp2pqp/n1np4/pN2p3/2P2P2/1P1PPQ2/PB1KB3/R6R w k - 5 18,a1g1,276
r1b1k2r/1pp2pqp/n1np4/pN2p3/2P2P2/1P1PPQ2/PB1KB3/6RR b k - 6 18,g7f8,304
r1b1kq1r/1pp2p1p/n1np4/pN2p3/2P2P2/1P1PPQ2/PB1KB3/6RR w k - 7 19,f4e5,356
r1b1kq1r/1pp2p1p/n1np4/pN2P3/2P5/1P1PPQ2/PB1KB3/6RR b k - 0 19,c6e5,308
r1b1kq1r/1pp2p1p/n2p4/pN2n3/2P5/1P1PPQ2/PB1KB3/6RR w k - 0 20,f3f6,294
r1b1kq1r/1pp2p1p/n2p1Q2/pN2n3/2P5/1P1PP3/PB1KB3/6RR b k - 1 20,c8e6,385
r3kq1r/1pp2p1p/n2pbQ2/pN2n3/2P5/1P1PP3/PB1KB3/6RR w k - 2 21,d3d4,342
r3kq1r/1pp2p1p/n2pbQ2/pN2n3/2PP4/1P2P3/PB1KB3/6RR b k - 0 21,e5d7,351
r3kq1r/1ppn1p1p/n2pbQ2/pN6/2PP4/1P2P3/PB1KB3/6RR w k - 1 22,f6f3,352
r3kq1r/1ppn1p1p/n2pb3/pN6/2PP4/1P2PQ2/PB1KB3/6RR b k - 2 22,a5a4,317
r3kq1r/1ppn1p1p/n2pb3/1N6/p1PP4/1P2PQ2/PB1KB3/6RR w k - 0 23,d4d5,353
r3kq1r/1ppn1p1p/n2pb3/1N1P4/p1P5/1P2PQ2/PB1KB3/6RR b k - 0 23,d7e5,504
r3kq1r/1pp2p1p/n2pb3/1N1Pn3/p1P5/1P2PQ2/PB1KB3/6RR w k - 1 24,b2e5,411
r3kq1r/1pp2p1p/n2pb3/1N1PB3/p1P5/1P2PQ2/P2KB3/6RR b k - 0 24,d6e5,483
r3kq1r/1pp2p1p/n3b3/1N1Pp3/p1P5/1P2PQ2/P2KB3/6RR w k - 0 25,d5e6,485
r3kq1r/1pp2p1p/n3P3/1N2p3/p1P5/1P2PQ2/P2KB3/6RR b k - 0 25,a4b3,452
r3kq1r/1pp2p1p/n3P3/1N2p3/2P5/1p2PQ2/P2KB3/6RR w k - 0 26,e6f7,460
r3kq1r/1pp2P1p/n7/1N2p3/2P5/1p2PQ2/P2KB3/6RR b k - 0 26,f8f7,461
r3k2r/1pp2q1p/n7/1N2p3/2P5/1p2PQ2/P2KB3/6RR w k - 0 27,f3f7,454
r3k2r/1pp2Q1p/n7/1N2p3/2P5/1p2P3/P2KB3/6RR b k - 0 27,e8f7,421
r6r/1pp2k1p/n7/1N2p3/2P5/1p2P3/P2KB3/6RR w - - 0 28,a2b3,441
r6r/1pp2k1p/n7/1N2p3/2P5/1P2P3/3KB3/6RR b - - 0 28,a8d8,471
3r3r/1pp2k1p/n7/1N2p3/2P5/1P2P3/3KB3/6RR w - - 1 29,d2c1,442
3r3r/1pp2k1p/n7/1N2p3/2P5/1P2P3/4B3/2K3RR b - - 2 29,d8g8,464
6rr/1pp2k1p/n7/1N2p3/2P5/1P2P3/4B3/2K3RR w - - 3 30,g1g8,502
6Rr/1pp2k1p/n7/1N2p3/2P5/1P2P3/4B3/2K4R b - - 0 30,h8g8,458
6r1/1pp2k1p/n7/1N2p3/2P5/1P2P3/4B3/2K4R w - - 0 31,b5c3,469
6r1/1pp2k1p/n7/4p3/2P5/1PN1P3/4B3/2K4R b - - 1 31,g8g3,439
8/1pp2k1p/n7/4p3/2P5/1PN1P1r1/4B3/2K4R w - - 2 32,c1d2,459
8/1pp2k1p/n7/4p3/2P5/1PN1P1r1/3KB3/7R b - - 3 32,f7g6,455
8/1pp4p/n5k1/4p3/2P5/1PN1P1r1/3KB3/7R w - - 4 33,e2d3,477
8/1pp4p/n5k1/4p3/2P5/1PNBP1r1/3K4/7R b - - 5 33,g6g7,480
8/1pp3kp/n7/4p3/2P5/1PNBP1r1/3K4/7R w - - 6 34,d3e4,480
8/1pp3kp/n7/4p3/2P1B3/1PN1P1r1/3K4/7R b - - 7 34,h7h6,444
8/1pp3k1/n6p/4p3/2P1B3/1PN1P1r1/3K4/7R w - - 0 35,c3e2,445
8/1pp3k1/n6p/4p3/2P1B3/1P2P1r1/3KN3/7R b - - 1 35,g3g5,457
8/1pp3k1/n6p/4p1r1/2P1B3/1P2P3/3KN3/7R w - - 2 36,e4b7,443
8/1Bp3k1/n6p/4p1r1/2P5/1P2P3/3KN3/7R b - - 0 36,a6c5,417
8/1Bp3k1/7p/2n1p1r1/2P5/1P2P3/3KN3/7R w - - 1 37,b7d5,433
8/2p3k1/7p/2nBp1r1/2P5/1P2P3/3KN3/7R b - - 2 37,c5b3,450
8/2p3k1/7p/3Bp1r1/2P5/1n2P3/3KN3/7R w - - 0 38,d2c3,430
8/2p3k1/7p/3Bp1r1/2P5/1nK1P3/4N3/7R b - - 1 38,b3c5,466
8/2p3k1/7p/2nBp1r1/2P5/2K1P3/4N3/7R w - - 2 39,h1a1,460
8/2p3k1/7p/2nBp1r1/2P5/2K1P3/4N3/R7 b - - 3 39,g5g6,442
8/2p3k1/6rp/2nBp3/2P5/2K1P3/4N3/R7 w - - 4 40,a1a7,433
8/R1p3k1/6rp/2nBp3/2P5/2K1P3/4N3/8 b - - 5 40,c5e6,445
8/R1p3k1/4n1rp/3Bp3/2P5/2K1P3/4N3/8 w - - 6 41,d5e6,431
8/R1p3k1/4B1rp/4p3/2P5/2K1P3/4N3/8 b - - 0 41,g6e6,439
8/R1p3k1/4r2p/4p3/2P5/2K1P3/4N3/8 w - - 0 42,a7c7,425
8/2R3k1/4r2p/4p3/2P5/2K1P3/4N3/8 b - - 0 42,g7g6,415
8/2R5/4r1kp/4p3/2P5/2K1P3/4N3/8 w - - 1 43,c4c5,441
8/2R5/4r1kp/2P1p3/8/2K1P3/4N3/8 b - - 0 43,h6h5,445
8/2R5/4r1k1/2P1p2p/8/2K1P3/4N3/8 w - - 0 44,c7c8,448
2R5/8/4r1k1/2P1p2p/8/2K1P3/4N3/8 b - - 1 44,h5h4,439
2R5/8/4r1k1/2P1p3/7p/2K1P3/4N3/8 w - - 0 45,c3c4,448
2R5/8/4r1k1/2P1p3/2K4p/4P3/4N3/8 b - - 1 45,g6g7,457
2R5/6k1/4r3/2P1p3/2K4p/4P3/4N3/8 w - - 2 46,c8a8,450
R7/6k1/4r3/2P1p3/2K4p/4P3/4N3/8 b - - 3 46,e6h6,455
R7/6k1/7r/2P1p3/2K4p/4P3/4N3/8 w - - 4 47,a8a1,433
8/6k1/7r/2P1p3/2K4p/4P3/4N3/R7 b - - 5 47,h4h3,454
8/6k1/7r/2P1p3/2K5/4P2p/4N3/R7 w - - 0 48,a1h1,457
8/6k1/7r/2P1p3/2K5/4P2p/4N3/7R b - - 1 48,g7f6,446
8/8/5k1r/2P1p3/2K5/4P2p/4N3/7R w - - 2 49,c4d5,463
8/8/5k1r/2PKp3/8/4P2p/4N3/7R b - - 3 49,h3h2,439
8/8/5k1r/2PKp3/8/4P3/4N2p/7R w - - 0 50,e2g3,457
8/8/5k1r/2PKp3/8/4P1N1/7p/7R b - - 1 50,h6h8,444
7r/8/5k2/2PKp3/8/4P1N1/7p/7R w - - 2 51,c5c6,457
7r/8/2P2k2/3Kp3/8/4P1N1/7p/7R b - - 0 51,h8d8,477
3r4/8/2P2k2/3Kp3/8/4P1N1/7p/7R w - - 1 52,d5c5,561
3r4/8/2P2k2/2K1p3/8/4P1N1/7p/7R b - - 2 52,d8c8,493
2r5/8/2P2k2/2K1p3/8/4P1N1/7p/7R w - - 3 53,h1h2,630
2r5/8/2P2k2/2K1p3/8/4P1N1/7R/8 b - - 0 53,f6e7,651
2r5/4k3/2P5/2K1p3/8/4P1N1/7R/8 w - - 1 54,h2h7,581
2r5/4k2R/2P5/2K1p3/8/4P1N1/8/8 b - - 2 54,e7e6,582
2r5/7R/2P1k3/2K1p3/8/4P1N1/8/8 w - - 3 55,h7h6,671
2r5/8/2P1k2R/2K1p3/8/4P1N1/8/8 b - - 4 55,e6e7,663
2r5/4k3/2P4R/2K1p3/8/4P1N1/8/8 w - - 5 56,g3f5,652
2r5/4k3/2P4R/2K1pN2/8/4P3/8/8 b - - 6 56,e7f7,717
2r5/5k2/2P4R/2K1pN2/8/4P3/8/8 w - - 7 57,f5d6,689
2r5/5k2/2PN3R/2K1p3/8/4P3/8/8 b - - 8 57,f7g7,707
2r5/6k1/2PN3R/2K1p3/8/4P3/8/8 w - - 9 58,d6c8,724
2N5/6k1/2P4R/2K1p3/8/4P3/8/8 b - - 0 58,g7h6,720
2N5/8/2P4k/2K1p3/8/4P3/8/8 w - - 0 59,c8e7,764
8/4N3/2P4k/2K1p3/8/4P3/8/8 b - - 1 59,h6g5,745
8/4N3/2P5/2K1p1k1/8/4P3/8/8 w - - 2 60,c6c7,750
8/2P1N3/8/2K1p1k1/8/4P3/8/8 b - - 0 60,g5f6,711
8/2P1N3/5k2/2K1p3/8/4P3/8/8 w - - 1 61,e7d5,776
8/2P5/5k2/2KNp3/8/4P3/8/8 b - - 2 61,f6g6,780
8/2P5/6k1/2KNp3/8/4P3/8/8 w - - 3 62,e3e4,3799
8/2P5/6k1/2KNp3/4P3/8/8/8 b - - 0 62,g6g7,3839
8/2P3k1/8/2KNp3/4P3/8/8/8 w - - 1 63,c7c8q,3832
2Q5/6k1/8/2KNp3/4P3/8/8/8 b - - 0 63,g7h6,3867
2Q5/8/7k/2KNp3/4P3/8/8/8 w - - 1 64,c8h8,3862
7Q/8/7k/2KNp3/4P3/8/8/8 b - - 2 64,h6g5,3876
7Q/8/8/2KNp1k1/4P3/8/8/8 w - - 3 65,h8f6,4528
8/8/5Q2/2KNp1k1/4P3/8/8/8 b - - 4 65,g5h5,3867
8/8/5Q2/2KNp2k/4P3/8/8/8 w - - 5 66,f6e5,4531
8/8/8/2KNQ2k/4P3/8/8/8 b - - 0 66,h5g4,4529
8/8/8/2KNQ3/4P1k1/8/8/8 w - - 1 67,e5g7,4515
8/6Q1/8/2KN4/4P1k1/8/8/8 b - - 2 67,g4f3,4483
8/6Q1/8/2KN4/4P3/5k2/8/8 w - - 3 68,c5d4,4534
8/6Q1/8/3N4/3KP3/5k2/8/8 b - - 4 68,f3e2,4534
8/6Q1/8/3N4/3KP3/8/4k3/8 w - - 5 69,g7g2,4533
8/8/8/3N4/3KP3/8/4k1Q1/8 b - - 6 69,e2d1,5
8/8/8/3N4/3KP3/8/6Q1/3k4 w - - 7 70,d4d3,2
8/8/8/3N4/4P3/3K4/6Q1/3k4 b - - 8 70,d1c1,1
8/8/8/3N4/4P3/3K4/6Q1/2k5 w - - 9 71,g2c2,1
